tx,U,mu,rho0,rho1,rho2,rho3,phi0_sq,phi1_sq,phi2_sq,phi3_sq,E0,iters
1.0,20.0,-1.2,0.4408,0.4408,0.4408,0.4408,0.3145,0.3145,0.3145,0.3145,-2.644276,8
1.0,20.0,-1.0,0.4661,0.4661,0.4661,0.4661,0.3246,0.3246,0.3246,0.3246,-3.007068,8
1.0,20.0,-0.8,0.4906,0.4906,0.4906,0.4906,0.3336,0.3336,0.3336,0.3336,-3.389787,8
1.0,20.0,-0.6,0.5146,0.5146,0.5146,0.5146,0.3414,0.3414,0.3414,0.3414,-3.79193,7
1.0,20.0,-0.4,0.538,0.538,0.538,0.538,0.3481,0.3481,0.3481,0.3481,-4.213012,7
1.0,20.0,-0.2,0.5608,0.5608,0.5608,0.5608,0.3537,0.3537,0.3537,0.3537,-4.652563,7
1.0,20.0,0.0,0.583,0.583,0.583,0.583,0.3583,0.3583,0.3583,0.3583,-5.110121,7
1.0,20.0,0.2,0.6047,0.6047,0.6047,0.6047,0.3619,0.3619,0.3619,0.3619,-5.585235,7
1.0,20.0,0.4,0.6258,0.6258,0.6258,0.6258,0.3645,0.3645,0.3645,0.3645,-6.077457,8
1.0,20.0,0.6,0.6463,0.6463,0.6463,0.6463,0.3661,0.3661,0.3661,0.3661,-6.586346,8
1.0,20.0,0.8,0.6663,0.6663,0.6663,0.6663,0.3667,0.3667,0.3667,0.3667,-7.11146,8
1.0,20.0,1.0,0.6858,0.6858,0.6858,0.6858,0.3664,0.3664,0.3664,0.3664,-7.652359,8
1.0,20.0,1.2,0.7047,0.7047,0.7047,0.7047,0.3651,0.3651,0.3651,0.3651,-8.208598,8
1.0,20.0,1.4,0.723,0.723,0.723,0.723,0.363,0.363,0.363,0.363,-8.779734,8
1.0,20.0,1.6,0.7408,0.7408,0.7408,0.7408,0.3599,0.3599,0.3599,0.3599,-9.365316,9
1.0,20.0,1.8,0.758,0.758,0.758,0.758,0.3559,0.3559,0.3559,0.3559,-9.964891,9
1.0,20.0,2.0,0.7747,0.7747,0.7747,0.7747,0.3511,0.3511,0.3511,0.3511,-10.578,9
1.0,20.0,2.2,0.7907,0.7907,0.7907,0.7907,0.3454,0.3454,0.3454,0.3454,-11.204177,10
1.0,20.0,2.4,0.8061,0.8061,0.8061,0.8061,0.339,0.339,0.339,0.339,-11.842952,10
1.0,20.0,2.6,0.821,0.821,0.821,0.821,0.3318,0.3318,0.3318,0.3318,-12.493848,11
1.0,20.0,2.8,0.8352,0.8352,0.8352,0.8352,0.3239,0.3239,0.3239,0.3239,-13.156379,11
1.0,20.0,3.0,0.8489,0.8489,0.8489,0.8489,0.3153,0.3153,0.3153,0.3153,-13.830056,12
1.0,20.0,3.2,0.8619,0.8619,0.8619,0.8619,0.306,0.306,0.306,0.306,-14.51438,12
1.0,20.0,3.4,0.8742,0.8742,0.8742,0.8742,0.2962,0.2962,0.2962,0.2962,-15.20885,13
1.0,20.0,3.6,0.8859,0.8859,0.8859,0.8859,0.2858,0.2858,0.2858,0.2858,-15.912956,14
1.0,20.0,3.8,0.897,0.897,0.897,0.897,0.275,0.275,0.275,0.275,-16.626186,15
1.0,20.0,4.0,0.9075,0.9075,0.9075,0.9075,0.2638,0.2638,0.2638,0.2638,-17.348023,16
1.0,20.0,4.2,0.9172,0.9172,0.9172,0.9172,0.2523,0.2523,0.2523,0.2523,-18.07795,17
1.0,20.0,4.4,0.9264,0.9264,0.9264,0.9264,0.2406,0.2406,0.2406,0.2406,-18.815448,18
1.0,20.0,4.6,0.9349,0.9349,0.9349,0.9349,0.2287,0.2287,0.2287,0.2287,-19.56,19
1.0,20.0,4.8,0.9427,0.9427,0.9427,0.9427,0.2168,0.2168,0.2168,0.2168,-20.311093,21
1.0,20.0,5.0,0.95,0.95,0.95,0.95,0.2049,0.2049,0.2049,0.2049,-21.06822,22
1.0,20.0,5.2,0.9566,0.9566,0.9566,0.9566,0.1931,0.1931,0.1931,0.1931,-21.830881,24
1.0,20.0,5.4,0.9626,0.9626,0.9626,0.9626,0.1816,0.1816,0.1816,0.1816,-22.59859,26
1.0,20.0,5.6,0.968,0.968,0.968,0.968,0.1704,0.1704,0.1704,0.1704,-23.370872,28
1.0,20.0,5.8,0.9729,0.9729,0.9729,0.9729,0.1596,0.1596,0.1596,0.1596,-24.147271,30
1.0,20.0,6.0,0.9772,0.9772,0.9772,0.9772,0.1494,0.1494,0.1494,0.1494,-24.927351,32
1.0,20.0,6.2,0.9811,0.9811,0.9811,0.9811,0.1399,0.1399,0.1399,0.1399,-25.7107,34
1.0,20.0,6.4,0.9844,0.9844,0.9844,0.9844,0.1311,0.1311,0.1311,0.1311,-26.496932,36
1.0,20.0,6.6,0.9874,0.9874,0.9874,0.9874,0.1232,0.1232,0.1232,0.1232,-27.285695,38
1.0,20.0,6.8,0.99,0.99,0.99,0.99,0.1163,0.1163,0.1163,0.1163,-28.076666,40
1.0,20.0,7.0,0.9922,0.9922,0.9922,0.9922,0.1104,0.1104,0.1104,0.1104,-28.869565,41
1.0,20.0,7.2,0.9942,0.9942,0.9942,0.9942,0.1056,0.1056,0.1056,0.1056,-29.664146,42
1.0,20.0,7.4,0.9959,0.9959,0.9959,0.9959,0.1021,0.1021,0.1021,0.1021,-30.460212,43
1.0,20.0,7.6,0.9975,0.9975,0.9975,0.9975,0.0998,0.0998,0.0998,0.0998,-31.257606,43
1.0,20.0,7.8,0.999,0.999,0.999,0.999,0.0988,0.0988,0.0988,0.0988,-32.056222,44
1.0,20.0,8.0,1.0004,1.0004,1.0004,1.0004,0.0993,0.0993,0.0993,0.0993,-32.856,44
1.0,20.0,8.2,1.0019,1.0019,1.0019,1.0019,0.1011,0.1011,0.1011,0.1011,-33.656929,45
1.0,20.0,8.4,1.0034,1.0034,1.0034,1.0034,0.1044,0.1044,0.1044,0.1044,-34.459047,46
1.0,20.0,8.6,1.0051,1.0051,1.0051,1.0051,0.1091,0.1091,0.1091,0.1091,-35.26244,46
1.0,20.0,8.8,1.0069,1.0069,1.0069,1.0069,0.1152,0.1152,0.1152,0.1152,-36.067239,45
1.0,20.0,9.0,1.0091,1.0091,1.0091,1.0091,0.1227,0.1227,0.1227,0.1227,-36.87362,44
1.0,20.0,9.2,1.0114,1.0114,1.0114,1.0114,0.1316,0.1316,0.1316,0.1316,-37.681799,43
1.0,20.0,9.4,1.0142,1.0142,1.0142,1.0142,0.1418,0.1418,0.1418,0.1418,-38.49203,41
1.0,20.0,9.6,1.0173,1.0173,1.0173,1.0173,0.1532,0.1532,0.1532,0.1532,-39.3046,40
1.0,20.0,9.8,1.0208,1.0208,1.0208,1.0208,0.1659,0.1659,0.1659,0.1659,-40.119826,38
1.0,20.0,10.0,1.0248,1.0248,1.0248,1.0248,0.1796,0.1796,0.1796,0.1796,-40.938048,36
1.0,20.0,10.2,1.0292,1.0292,1.0292,1.0292,0.1943,0.1943,0.1943,0.1943,-41.759628,34
1.0,20.0,10.4,1.0341,1.0341,1.0341,1.0341,0.21,0.21,0.21,0.21,-42.584943,32
1.0,20.0,10.6,1.0395,1.0395,1.0395,1.0395,0.2265,0.2265,0.2265,0.2265,-43.41438,30
1.0,20.0,10.8,1.0454,1.0454,1.0454,1.0454,0.2438,0.2438,0.2438,0.2438,-44.248334,28
1.0,20.0,11.0,1.0518,1.0518,1.0518,1.0518,0.2617,0.2617,0.2617,0.2617,-45.087203,27
1.0,20.0,11.2,1.0587,1.0587,1.0587,1.0587,0.2803,0.2803,0.2803,0.2803,-45.931383,25
1.0,20.0,11.4,1.0661,1.0661,1.0661,1.0661,0.2992,0.2992,0.2992,0.2992,-46.781267,24
1.0,20.0,11.6,1.0739,1.0739,1.0739,1.0739,0.3186,0.3186,0.3186,0.3186,-47.637241,22
1.0,20.0,11.8,1.0822,1.0822,1.0822,1.0822,0.3383,0.3383,0.3383,0.3383,-48.499682,21
1.0,20.0,12.0,1.091,1.091,1.091,1.091,0.3582,0.3582,0.3582,0.3582,-49.368955,20
1.0,20.0,12.2,1.1002,1.1002,1.1002,1.1002,0.3783,0.3783,0.3783,0.3783,-50.245412,19
1.0,20.0,12.4,1.1098,1.1098,1.1098,1.1098,0.3984,0.3984,0.3984,0.3984,-51.12939,18
1.0,20.0,12.6,1.1198,1.1198,1.1198,1.1198,0.4186,0.4186,0.4186,0.4186,-52.021211,17
1.0,20.0,12.8,1.1302,1.1302,1.1302,1.1302,0.4387,0.4387,0.4387,0.4387,-52.92118,16
1.0,20.0,13.0,1.1409,1.1409,1.1409,1.1409,0.4588,0.4588,0.4588,0.4588,-53.829586,16
1.0,20.0,13.2,1.1519,1.1519,1.1519,1.1519,0.4787,0.4787,0.4787,0.4787,-54.746698,15
1.0,20.0,13.4,1.1633,1.1633,1.1633,1.1633,0.4984,0.4984,0.4984,0.4984,-55.672772,14
1.0,20.0,13.6,1.1749,1.1749,1.1749,1.1749,0.5179,0.5179,0.5179,0.5179,-56.608042,14
1.0,20.0,13.8,1.1868,1.1868,1.1868,1.1868,0.5371,0.5371,0.5371,0.5371,-57.552727,13
1.0,20.0,14.0,1.199,1.199,1.199,1.199,0.556,0.556,0.556,0.556,-58.50703,13
1.0,20.0,14.2,1.2113,1.2113,1.2113,1.2113,0.5746,0.5746,0.5746,0.5746,-59.471137,12
1.0,20.0,14.4,1.2239,1.2239,1.2239,1.2239,0.5928,0.5928,0.5928,0.5928,-60.445217,12
1.0,20.0,14.6,1.2366,1.2366,1.2366,1.2366,0.6107,0.6107,0.6107,0.6107,-61.429423,12
1.0,20.0,14.8,1.2496,1.2496,1.2496,1.2496,0.6282,0.6282,0.6282,0.6282,-62.423896,11
1.0,20.0,15.0,1.2626,1.2626,1.2626,1.2626,0.6453,0.6453,0.6453,0.6453,-63.42876,11
1.0,20.0,15.2,1.2758,1.2758,1.2758,1.2758,0.662,0.662,0.662,0.662,-64.444127,11
1.0,20.0,15.4,1.2891,1.2891,1.2891,1.2891,0.6782,0.6782,0.6782,0.6782,-65.470093,10
1.0,20.0,15.6,1.3025,1.3025,1.3025,1.3025,0.694,0.694,0.694,0.694,-66.506745,10
1.0,20.0,15.8,1.316,1.316,1.316,1.316,0.7094,0.7094,0.7094,0.7094,-67.554155,10
1.0,20.0,16.0,1.3296,1.3296,1.3296,1.3296,0.7243,0.7243,0.7243,0.7243,-68.612386,10
1.0,20.0,16.2,1.3432,1.3432,1.3432,1.3432,0.7387,0.7387,0.7387,0.7387,-69.681489,10
1.0,20.0,16.4,1.3569,1.3569,1.3569,1.3569,0.7527,0.7527,0.7527,0.7527,-70.761504,9
1.0,20.0,16.6,1.3705,1.3705,1.3705,1.3705,0.7663,0.7663,0.7663,0.7663,-71.852461,9
1.0,20.0,16.8,1.3843,1.3843,1.3843,1.3843,0.7794,0.7794,0.7794,0.7794,-72.954382,9
1.0,20.0,17.0,1.398,1.398,1.398,1.398,0.792,0.792,0.792,0.792,-74.06728,9
1.0,20.0,17.2,1.4117,1.4117,1.4117,1.4117,0.8042,0.8042,0.8042,0.8042,-75.191158,9
1.0,20.0,17.4,1.4254,1.4254,1.4254,1.4254,0.8159,0.8159,0.8159,0.8159,-76.326012,9
1.0,20.0,17.6,1.4391,1.4391,1.4391,1.4391,0.8272,0.8272,0.8272,0.8272,-77.471831,9
1.0,20.0,17.8,1.4528,1.4528,1.4528,1.4528,0.838,0.838,0.838,0.838,-78.628595,9
1.0,20.0,18.0,1.4664,1.4664,1.4664,1.4664,0.8484,0.8484,0.8484,0.8484,-79.796278,8
1.0,20.0,18.2,1.48,1.48,1.48,1.48,0.8584,0.8584,0.8584,0.8584,-80.974848,8
1.0,20.0,18.4,1.4935,1.4935,1.4935,1.4935,0.8679,0.8679,0.8679,0.8679,-82.164267,8
1.0,20.0,18.6,1.507,1.507,1.507,1.507,0.877,0.877,0.877,0.877,-83.364488,8
1.0,20.0,18.8,1.5204,1.5204,1.5204,1.5204,0.8856,0.8856,0.8856,0.8856,-84.575461,8
1.0,20.0,19.0,1.5337,1.5337,1.5337,1.5337,0.8939,0.8939,0.8939,0.8939,-85.797132,8
1.0,20.0,19.2,1.547,1.547,1.547,1.547,0.9017,0.9017,0.9017,0.9017,-87.029437,8
1.0,20.0,19.4,1.5602,1.5602,1.5602,1.5602,0.9092,0.9092,0.9092,0.9092,-88.272311,8
1.0,20.0,19.6,1.5732,1.5732,1.5732,1.5732,0.9162,0.9162,0.9162,0.9162,-89.525683,8
1.0,20.0,19.8,1.5862,1.5862,1.5862,1.5862,0.9229,0.9229,0.9229,0.9229,-90.789476,8
1.0,20.0,20.0,1.5991,1.5991,1.5991,1.5991,0.9291,0.9291,0.9291,0.9291,-92.063612,8
1.0,20.0,20.2,1.6119,1.6119,1.6119,1.6119,0.9351,0.9351,0.9351,0.9351,-93.348005,8
1.0,20.0,20.4,1.6245,1.6245,1.6245,1.6245,0.9406,0.9406,0.9406,0.9406,-94.642568,8
1.0,20.0,20.6,1.6371,1.6371,1.6371,1.6371,0.9458,0.9458,0.9458,0.9458,-95.947207,8
1.0,20.0,20.8,1.6495,1.6495,1.6495,1.6495,0.9507,0.9507,0.9507,0.9507,-97.261828,8
1.0,20.0,21.0,1.6618,1.6618,1.6618,1.6618,0.9553,0.9553,0.9553,0.9553,-98.586331,8
1.0,20.0,21.2,1.6739,1.6739,1.6739,1.6739,0.9595,0.9595,0.9595,0.9595,-99.920614,8
1.0,20.0,21.4,1.6859,1.6859,1.6859,1.6859,0.9634,0.9634,0.9634,0.9634,-101.264571,8
1.0,20.0,21.6,1.6978,1.6978,1.6978,1.6978,0.9671,0.9671,0.9671,0.9671,-102.618094,8
1.0,20.0,21.8,1.7096,1.7096,1.7096,1.7096,0.9705,0.9705,0.9705,0.9705,-103.981073,9
1.0,20.0,22.0,1.7212,1.7212,1.7212,1.7212,0.9736,0.9736,0.9736,0.9736,-105.353393,9
1.0,20.0,22.2,1.7327,1.7327,1.7327,1.7327,0.9765,0.9765,0.9765,0.9765,-106.734942,9
1.0,20.0,22.4,1.744,1.744,1.744,1.744,0.9792,0.9792,0.9792,0.9792,-108.1256,9
1.0,20.0,22.6,1.7551,1.7551,1.7551,1.7551,0.9817,0.9817,0.9817,0.9817,-109.525251,9
1.0,20.0,22.8,1.7661,1.7661,1.7661,1.7661,0.984,0.984,0.984,0.984,-110.933774,9
1.0,20.0,23.0,1.777,1.777,1.777,1.777,0.9862,0.9862,0.9862,0.9862,-112.351051,9
1.0,20.0,23.2,1.7877,1.7877,1.7877,1.7877,0.9882,0.9882,0.9882,0.9882,-113.776959,9
1.0,20.0,23.4,1.7983,1.7983,1.7983,1.7983,0.9901,0.9901,0.9901,0.9901,-115.211378,9
1.0,20.0,23.6,1.8087,1.8087,1.8087,1.8087,0.9919,0.9919,0.9919,0.9919,-116.654188,9
1.0,20.0,23.8,1.819,1.819,1.819,1.819,0.9936,0.9936,0.9936,0.9936,-118.105269,9
1.0,20.0,24.0,1.8291,1.8291,1.8291,1.8291,0.9952,0.9952,0.9952,0.9952,-119.564502,10
1.0,20.0,24.2,1.8391,1.8391,1.8391,1.8391,0.9969,0.9969,0.9969,0.9969,-121.03177,10
1.0,20.0,24.4,1.8489,1.8489,1.8489,1.8489,0.9985,0.9985,0.9985,0.9985,-122.506958,10
1.0,20.0,24.6,1.8586,1.8586,1.8586,1.8586,1.0002,1.0002,1.0002,1.0002,-123.989952,10
1.0,20.0,24.8,1.8681,1.8681,1.8681,1.8681,1.0019,1.0019,1.0019,1.0019,-125.480642,10
1.0,20.0,25.0,1.8775,1.8775,1.8775,1.8775,1.0037,1.0037,1.0037,1.0037,-126.978921,10
1.0,20.0,25.2,1.8868,1.8868,1.8868,1.8868,1.0055,1.0055,1.0055,1.0055,-128.484687,10
1.0,20.0,25.4,1.896,1.896,1.896,1.896,1.0075,1.0075,1.0075,1.0075,-129.99784,10
1.0,20.0,25.6,1.9051,1.9051,1.9051,1.9051,1.0096,1.0096,1.0096,1.0096,-131.518284,10
1.0,20.0,25.8,1.914,1.914,1.914,1.914,1.0119,1.0119,1.0119,1.0119,-133.045932,11
1.0,20.0,26.0,1.9229,1.9229,1.9229,1.9229,1.0144,1.0144,1.0144,1.0144,-134.580698,11
1.0,20.0,26.2,1.9316,1.9316,1.9316,1.9316,1.0171,1.0171,1.0171,1.0171,-136.122504,11
1.0,20.0,26.4,1.9403,1.9403,1.9403,1.9403,1.02,1.02,1.02,1.02,-137.671278,11
1.0,20.0,26.6,1.9489,1.9489,1.9489,1.9489,1.0231,1.0231,1.0231,1.0231,-139.226953,11
1.0,20.0,26.8,1.9574,1.9574,1.9574,1.9574,1.0266,1.0266,1.0266,1.0266,-140.789471,11
1.0,20.0,27.0,1.9659,1.9659,1.9659,1.9659,1.0303,1.0303,1.0303,1.0303,-142.358779,11
1.0,20.0,27.2,1.9743,1.9743,1.9743,1.9743,1.0343,1.0343,1.0343,1.0343,-143.934831,11
1.0,20.0,27.4,1.9826,1.9826,1.9826,1.9826,1.0385,1.0385,1.0385,1.0385,-145.517591,11
1.0,20.0,27.6,1.991,1.991,1.991,1.991,1.0432,1.0432,1.0432,1.0432,-147.107027,11
1.0,20.0,27.8,1.9993,1.9993,1.9993,1.9993,1.0481,1.0481,1.0481,1.0481,-148.703116,11
1.0,20.0,28.0,2.0076,2.0076,2.0076,2.0076,1.0533,1.0533,1.0533,1.0533,-150.305842,11
1.0,20.0,28.2,2.0158,2.0158,2.0158,2.0158,1.0589,1.0589,1.0589,1.0589,-151.915196,11
1.0,20.0,28.4,2.0241,2.0241,2.0241,2.0241,1.0648,1.0648,1.0648,1.0648,-153.531177,11
1.0,20.0,28.6,2.0324,2.0324,2.0324,2.0324,1.0711,1.0711,1.0711,1.0711,-155.153791,11
1.0,20.0,28.8,2.0407,2.0407,2.0407,2.0407,1.0777,1.0777,1.0777,1.0777,-156.78305,11
1.0,20.0,29.0,2.0491,2.0491,2.0491,2.0491,1.0846,1.0846,1.0846,1.0846,-158.418971,11
1.0,20.0,29.2,2.0575,2.0575,2.0575,2.0575,1.0918,1.0918,1.0918,1.0918,-160.061581,11
1.0,20.0,29.4,2.0659,2.0659,2.0659,2.0659,1.0993,1.0993,1.0993,1.0993,-161.71091,11
1.0,20.0,29.6,2.0743,2.0743,2.0743,2.0743,1.1072,1.1072,1.1072,1.1072,-163.366994,11
1.0,20.0,29.8,2.0829,2.0829,2.0829,2.0829,1.1153,1.1153,1.1153,1.1153,-165.029873,11
1.0,20.0,30.0,2.0914,2.0914,2.0914,2.0914,1.1237,1.1237,1.1237,1.1237,-166.699594,11
1.0,20.0,30.2,2.1001,2.1001,2.1001,2.1001,1.1323,1.1323,1.1323,1.1323,-168.376205,11
1.0,20.0,30.4,2.1088,2.1088,2.1088,2.1088,1.1412,1.1412,1.1412,1.1412,-170.059761,11
1.0,20.0,30.6,2.1176,2.1176,2.1176,2.1176,1.1503,1.1503,1.1503,1.1503,-171.750316,11
1.0,20.0,30.8,2.1265,2.1265,2.1265,2.1265,1.1596,1.1596,1.1596,1.1596,-173.447932,11
1.0,20.0,31.0,2.1354,2.1354,2.1354,2.1354,1.1691,1.1691,1.1691,1.1691,-175.152667,11
1.0,20.0,31.2,2.1444,2.1444,2.1444,2.1444,1.1788,1.1788,1.1788,1.1788,-176.864586,10
1.0,20.0,31.4,2.1535,2.1535,2.1535,2.1535,1.1886,1.1886,1.1886,1.1886,-178.583752,10
1.0,20.0,31.6,2.1627,2.1627,2.1627,2.1627,1.1986,1.1986,1.1986,1.1986,-180.310231,10
1.0,20.0,31.8,2.172,2.172,2.172,2.172,1.2087,1.2087,1.2087,1.2087,-182.044087,10
1.0,20.0,32.0,2.1813,2.1813,2.1813,2.1813,1.2189,1.2189,1.2189,1.2189,-183.785387,10
1.0,20.0,32.2,2.1907,2.1907,2.1907,2.1907,1.2291,1.2291,1.2291,1.2291,-185.534195,10
1.0,20.0,32.4,2.2002,2.2002,2.2002,2.2002,1.2394,1.2394,1.2394,1.2394,-187.290575,10
1.0,20.0,32.6,2.2098,2.2098,2.2098,2.2098,1.2497,1.2497,1.2497,1.2497,-189.054592,10
1.0,20.0,32.8,2.2195,2.2195,2.2195,2.2195,1.2601,1.2601,1.2601,1.2601,-190.826307,10
1.0,20.0,33.0,2.2292,2.2292,2.2292,2.2292,1.2704,1.2704,1.2704,1.2704,-192.605781,10
1.0,20.0,33.2,2.239,2.239,2.239,2.239,1.2808,1.2808,1.2808,1.2808,-194.393071,9
1.0,20.0,33.4,2.2489,2.2489,2.2489,2.2489,1.291,1.291,1.291,1.291,-196.188236,9
1.0,20.0,33.6,2.2588,2.2588,2.2588,2.2588,1.3013,1.3013,1.3013,1.3013,-197.991329,9
1.0,20.0,33.8,2.2689,2.2689,2.2689,2.2689,1.3115,1.3115,1.3115,1.3115,-199.802402,9
1.0,20.0,34.0,2.2789,2.2789,2.2789,2.2789,1.3216,1.3216,1.3216,1.3216,-201.621505,9
1.0,20.0,34.2,2.289,2.289,2.289,2.289,1.3316,1.3316,1.3316,1.3316,-203.448685,9
1.0,20.0,34.4,2.2992,2.2992,2.2992,2.2992,1.3415,1.3415,1.3415,1.3415,-205.283984,9
1.0,20.0,34.6,2.3094,2.3094,2.3094,2.3094,1.3512,1.3512,1.3512,1.3512,-207.127446,9
1.0,20.0,34.8,2.3197,2.3197,2.3197,2.3197,1.3609,1.3609,1.3609,1.3609,-208.979106,9
1.0,20.0,35.0,2.33,2.33,2.33,2.33,1.3704,1.3704,1.3704,1.3704,-210.839002,9
1.0,20.0,35.2,2.3404,2.3404,2.3404,2.3404,1.3797,1.3797,1.3797,1.3797,-212.707164,9
1.0,20.0,35.4,2.3508,2.3508,2.3508,2.3508,1.3889,1.3889,1.3889,1.3889,-214.583621,8
1.0,20.0,35.6,2.3612,2.3612,2.3612,2.3612,1.3979,1.3979,1.3979,1.3979,-216.4684,8
1.0,20.0,35.8,2.3716,2.3716,2.3716,2.3716,1.4067,1.4067,1.4067,1.4067,-218.361524,8
1.0,20.0,36.0,2.3821,2.3821,2.3821,2.3821,1.4153,1.4153,1.4153,1.4153,-220.263012,8
1.0,20.0,36.2,2.3926,2.3926,2.3926,2.3926,1.4238,1.4238,1.4238,1.4238,-222.17288,8
1.0,20.0,36.4,2.4031,2.4031,2.4031,2.4031,1.432,1.432,1.432,1.432,-224.091143,8
1.0,20.0,36.6,2.4136,2.4136,2.4136,2.4136,1.44,1.44,1.44,1.44,-226.01781,8
1.0,20.0,36.8,2.4241,2.4241,2.4241,2.4241,1.4478,1.4478,1.4478,1.4478,-227.95289,8
1.0,20.0,37.0,2.4346,2.4346,2.4346,2.4346,1.4554,1.4554,1.4554,1.4554,-229.896388,8
1.0,20.0,37.2,2.4452,2.4452,2.4452,2.4452,1.4628,1.4628,1.4628,1.4628,-231.848305,8
1.0,20.0,37.4,2.4557,2.4557,2.4557,2.4557,1.4699,1.4699,1.4699,1.4699,-233.80864,8
1.0,20.0,37.6,2.4662,2.4662,2.4662,2.4662,1.4768,1.4768,1.4768,1.4768,-235.777389,8
1.0,20.0,37.8,2.4767,2.4767,2.4767,2.4767,1.4835,1.4835,1.4835,1.4835,-237.754546,8
1.0,20.0,38.0,2.4872,2.4872,2.4872,2.4872,1.4899,1.4899,1.4899,1.4899,-239.740102,8
1.0,20.0,38.2,2.4977,2.4977,2.4977,2.4977,1.4961,1.4961,1.4961,1.4961,-241.734045,8
1.0,20.0,38.4,2.5081,2.5081,2.5081,2.5081,1.5021,1.5021,1.5021,1.5021,-243.736362,8
1.0,20.0,38.6,2.5186,2.5186,2.5186,2.5186,1.5078,1.5078,1.5078,1.5078,-245.747034,8
1.0,20.0,38.8,2.529,2.529,2.529,2.529,1.5133,1.5133,1.5133,1.5133,-247.766043,8
1.0,20.0,39.0,2.5393,2.5393,2.5393,2.5393,1.5185,1.5185,1.5185,1.5185,-249.793368,8
1.0,20.0,39.2,2.5497,2.5497,2.5497,2.5497,1.5235,1.5235,1.5235,1.5235,-251.828986,8
1.0,20.0,39.4,2.56,2.56,2.56,2.56,1.5283,1.5283,1.5283,1.5283,-253.872869,8
1.0,20.0,39.6,2.5703,2.5703,2.5703,2.5703,1.5328,1.5328,1.5328,1.5328,-255.924991,8
1.0,20.0,39.8,2.5805,2.5805,2.5805,2.5805,1.5371,1.5371,1.5371,1.5371,-257.985321,8
1.0,20.0,40.0,2.5907,2.5907,2.5907,2.5907,1.5412,1.5412,1.5412,1.5412,-260.053828,8
1.0,20.0,40.2,2.6009,2.6009,2.6009,2.6009,1.545,1.545,1.545,1.545,-262.130477,8
1.0,20.0,40.4,2.611,2.611,2.611,2.611,1.5486,1.5486,1.5486,1.5486,-264.215234,8
1.0,20.0,40.6,2.6211,2.6211,2.6211,2.6211,1.552,1.552,1.552,1.552,-266.30806,8
1.0,20.0,40.8,2.6311,2.6311,2.6311,2.6311,1.5551,1.5551,1.5551,1.5551,-268.408916,8
1.0,20.0,41.0,2.641,2.641,2.641,2.641,1.5581,1.5581,1.5581,1.5581,-270.517762,8
1.0,20.0,41.2,2.6509,2.6509,2.6509,2.6509,1.5608,1.5608,1.5608,1.5608,-272.634556,8
1.0,20.0,41.4,2.6608,2.6608,2.6608,2.6608,1.5633,1.5633,1.5633,1.5633,-274.759253,8
1.0,20.0,41.6,2.6706,2.6706,2.6706,2.6706,1.5656,1.5656,1.5656,1.5656,-276.891809,8
1.0,20.0,41.8,2.6803,2.6803,2.6803,2.6803,1.5677,1.5677,1.5677,1.5677,-279.032178,8
